Date P PET Q
1948-01-01 0 0.79 0.4604
1948-01-02 0 0.799 0.7874
1948-01-03 0.45 0.802 0.6669
1948-01-04 0.22 0.806 0.5335
1948-01-05 0 0.81 0.4991
1948-01-06 0 0.815 0.4733
1948-01-07 0 0.82 0.4604
1948-01-08 0 0.825 0.4389
1948-01-09 0 0.832 0.4389
1948-01-10 0 0.838 0.4346
1948-01-11 2.24 0.845 0.4001
1948-01-12 29.56 0.853 0.3958
1948-01-13 9.85 0.861 8.2608
1948-01-14 0 0.87 8.7771
1948-01-15 0 0.879 1.9189
1948-01-16 0 0.888 1.0584
1948-01-17 0 0.898 0.9552
1948-01-18 0 0.909 0.8089
1948-01-19 0 0.92 0.654
1948-01-20 15.9 0.931 0.6669
1948-01-21 0 0.943 0.8648
1948-01-22 0.45 0.955 1.0326
1948-01-23 16.13 0.968 0.8089
1948-01-24 5.6 0.982 0.7486
1948-01-25 0 0.995 0.7314
1948-01-26 2.24 1.009 0.7745
1948-01-27 1.79 1.024 0.7745
1948-01-28 0 1.039 0.6884
1948-01-29 0 1.055 0.6454
1948-01-30 2.91 1.071 0.6024
1948-01-31 29.12 1.087 0.6024
1948-02-01 2.17 1.104 0.5808
1948-02-02 0 1.121 0.7486
1948-02-03 0 1.138 0.8433
1948-02-04 2.17 1.156 0.8433
1948-02-05 7.48 1.175 1.0756
1948-02-06 0.24 1.194 1.1187
1948-02-07 0 1.213 1.1187
1948-02-08 0 1.232 1.1187
1948-02-09 2.65 1.252 1.0756
1948-02-10 1.69 1.273 0.9724
1948-02-11 2.65 1.293 0.9466
1948-02-12 5.79 1.314 1.0068
1948-02-13 8.93 1.336 3.9239
1948-02-14 2.17 1.357 13.5959
1948-02-15 0 1.38 13.8541
1948-02-16 0 1.402 3.7905
1948-02-17 0 1.425 3.356
1948-02-18 0 1.448 3.1279
1948-02-19 0 1.471 1.9921
1948-02-20 0 1.495 1.4456
1948-02-21 14.72 1.519 1.1273
1948-02-22 0.72 1.543 1.0498
1948-02-23 0 1.567 0.9939
1948-02-24 0.72 1.592 0.9939
1948-02-25 0.24 1.617 1.1617
1948-02-26 0 1.643 1.6608
1948-02-27 0 1.668 1.2477
1948-02-28 0 1.694 1.0369
1948-02-29 0 1.72 0.9207
1948-03-01 9.85 1.747 0.8046
1948-03-02 16.5 1.773 1.2348
1948-03-03 0 1.8 2.1857
1948-03-04 0 1.827 1.2778
1948-03-05 0 1.854 1.0111
1948-03-06 22.42 1.882 0.8949
1948-03-07 1.72 1.909 4.5176
1948-03-08 0.25 1.937 4.4316
1948-03-09 4.68 1.965 1.7855
1948-03-10 1.23 1.993 1.6091
1948-03-11 0.74 2.021 1.351
1948-03-12 0.25 2.049 1.1187
1948-03-13 0 2.078 0.981
1948-03-14 0 2.107 0.9035
1948-03-15 0 2.135 0.8734
1948-03-16 13.79 2.164 0.9638
1948-03-17 3.2 2.193 1.8458
1948-03-18 1.48 2.222 1.2563
1948-03-19 4.19 2.251 1.0369
1948-03-20 0.74 2.281 0.981
1948-03-21 0 2.31 0.9509
1948-03-22 2.71 2.339 0.8691
1948-03-23 16.26 2.369 2.9773
1948-03-24 14.04 2.398 7.0991
1948-03-25 0 2.427 3.485
1948-03-26 11.58 2.457 1.7167
1948-03-27 9.36 2.487 3.2742
1948-03-28 0 2.516 4.5176
1948-03-29 0 2.546 1.9189
1948-03-30 4.19 2.575 1.4198
1948-03-31 17 2.605 1.3639
1948-04-01 13.2 2.634 19.3613
1948-04-02 0 2.663 15.1018
1948-04-03 0 2.693 2.7751
1948-04-04 0 2.722 1.8458
1948-04-05 0.52 2.751 1.4801
1948-04-06 21.23 2.781 1.3209
1948-04-07 20.97 2.81 5.7223
1948-04-08 1.81 2.839 6.2386
1948-04-09 0 2.868 6.6689
1948-04-10 3.88 2.896 1.8157
1948-04-11 8.8 2.925 1.5188
1948-04-12 8.8 2.954 1.6479
1948-04-13 7.77 2.982 4.0616
1948-04-14 13.98 3.011 2.1426
1948-04-15 1.04 3.039 2.7751
1948-04-16 0 3.067 1.9189
1948-04-17 0 3.095 1.5188
1948-04-18 0 3.122 1.2477
1948-04-19 0 3.15 1.1445
1948-04-20 0 3.177 1.0928
1948-04-21 0 3.204 1.0455
1948-04-22 0 3.231 0.981
1948-04-23 0 3.258 0.9422
1948-04-24 0 3.284 0.9207
1948-04-25 0 3.31 0.9035
1948-04-26 0.26 3.336 0.8605
1948-04-27 13.2 3.362 0.882
1948-04-28 2.07 3.388 1.5403
1948-04-29 0 3.413 1.3424
1948-04-30 0 3.438 1.0498
1948-05-01 0 3.463 0.9422
1948-05-02 0 3.487 1.0498
1948-05-03 7.63 3.511 1.1187
1948-05-04 4.47 3.535 0.9552
1948-05-05 3.42 3.559 2.8569
1948-05-06 4.47 3.582 1.4715
1948-05-07 2.37 3.605 1.8458
1948-05-08 0 3.627 1.5317
1948-05-09 0 3.65 1.0756
1948-05-10 0 3.672 0.9422
1948-05-11 0 3.693 0.8519
1948-05-12 9.47 3.715 0.8046
1948-05-13 4.73 3.735 2.8569
1948-05-14 0.26 3.756 2.2201
1948-05-15 1.84 3.776 1.2176
1948-05-16 2.1 3.796 0.981
1948-05-17 2.37 3.815 1.5317
1948-05-18 2.89 3.834 1.0455
1948-05-19 0 3.853 0.8476
1948-05-20 0 3.871 0.7701
1948-05-21 0 3.889 0.7443
1948-05-22 0 3.907 0.7228
1948-05-23 5.26 3.924 0.654
1948-05-24 8.68 3.94 0.654
1948-05-25 32.62 3.956 0.6626
1948-05-26 13.15 3.972 1.0412
1948-05-27 23.67 3.987 1.2994
1948-05-28 8.15 4.002 0.9207
1948-05-29 2.1 4.017 0.8046
1948-05-30 2.63 4.031 1.2434
1948-05-31 1.05 4.044 1.0842
1948-06-01 0 4.058 0.839
1948-06-02 2.25 4.07 0.7228
1948-06-03 1 4.082 0.6583
1948-06-04 0.5 4.094 0.6454
1948-06-05 0 4.105 0.6282
1948-06-06 11.26 4.116 0.6067
1948-06-07 17.52 4.126 0.7099
1948-06-08 0.5 4.136 0.7314
1948-06-09 0 4.146 0.6196
1948-06-10 0 4.155 0.5593
1948-06-11 0 4.163 0.5335
1948-06-12 7.26 4.171 0.5206
1948-06-13 1 4.178 0.5077
1948-06-14 0 4.185 0.5679
1948-06-15 5.51 4.192 0.5335
1948-06-16 11.26 4.198 0.6024
1948-06-17 0 4.203 0.697
1948-06-18 2.5 4.208 0.5593
1948-06-19 0 4.212 0.5507
1948-06-20 0 4.216 0.5163
1948-06-21 0 4.22 0.4604
1948-06-22 10.26 4.223 0.4432
1948-06-23 42.56 4.225 4.5176
1948-06-24 2.25 4.227 1.1574
1948-06-25 0 4.229 0.8734
1948-06-26 1.25 4.23 0.6325
1948-06-27 3 4.23 0.882
1948-06-28 0 4.23 0.6067
1948-06-29 3.25 4.229 0.512
1948-06-30 2 4.228 0.5851
1948-07-01 0 4.227 2.6202
1948-07-02 0 4.224 0.8648
1948-07-03 0 4.222 0.5808
1948-07-04 0 4.219 0.4948
1948-07-05 0 4.215 0.4604
1948-07-06 0 4.211 0.4647
1948-07-07 14.89 4.206 0.4259
1948-07-08 15.88 4.201 0.3958
1948-07-09 0 4.195 0.37
1948-07-10 0 4.189 0.3571
1948-07-11 0 4.183 0.3528
1948-07-12 0 4.176 0.3614
1948-07-13 22.58 4.168 0.3915
1948-07-14 10.67 4.16 0.3829
1948-07-15 1.49 4.151 2.0781
1948-07-16 0 4.142 0.7788
1948-07-17 0 4.133 0.6884
1948-07-18 1.24 4.123 0.654
1948-07-19 2.98 4.112 0.4475
1948-07-20 9.18 4.101 0.4389
1948-07-21 5.95 4.09 0.4518
1948-07-22 8.44 4.078 0.4733
1948-07-23 10.17 4.065 2.1513
1948-07-24 0 4.053 0.5464
1948-07-25 0 4.039 0.4216
1948-07-26 3.47 4.026 0.37
1948-07-27 0.99 4.011 0.3614
1948-07-28 0 3.997 0.4432
1948-07-29 0 3.982 0.4389
1948-07-30 0 3.966 0.3786
1948-07-31 0 3.95 0.3399
1948-08-01 17.48 3.934 0.3958
1948-08-02 5.87 3.917 0.7572
1948-08-03 38.55 3.9 0.5464
1948-08-04 65.02 3.882 14.8867
1948-08-05 0.02 3.864 17.7263
1948-08-06 0 3.846 2.9601
1948-08-07 0 3.827 0.9379
1948-08-08 0.35 3.808 0.7357
1948-08-09 1.13 3.789 0.6325
1948-08-10 7.37 3.769 0.5765
1948-08-11 0.46 3.748 0.6196
1948-08-12 15.89 3.728 0.9164
1948-08-13 0.57 3.707 1.7339
1948-08-14 0.65 3.685 0.7013
1948-08-15 0 3.663 0.5765
1948-08-16 0 3.641 0.512
1948-08-17 0.08 3.619 0.4733
1948-08-18 3.66 3.596 0.4604
1948-08-19 3.03 3.573 0.4733
1948-08-20 6.05 3.55 0.4647
1948-08-21 6.98 3.526 0.4604
1948-08-22 1.23 3.502 1.2133
1948-08-23 0 3.478 0.5507
1948-08-24 0 3.453 0.4776
1948-08-25 0 3.429 0.4432
1948-08-26 0 3.404 0.4259
1948-08-27 0 3.378 0.4044
1948-08-28 0.09 3.353 0.3829
1948-08-29 0.8 3.327 0.3657
1948-08-30 0.79 3.301 0.3485
1948-08-31 0.28 3.274 0.3399
1948-09-01 0 3.248 0.3356
1948-09-02 0 3.221 0.3313
1948-09-03 0 3.194 0.3184
1948-09-04 0.45 3.167 0.3141
1948-09-05 2.04 3.139 0.3055
1948-09-06 1.08 3.112 0.3184
1948-09-07 4.07 3.084 0.3399
1948-09-08 1.53 3.056 0.4518
1948-09-09 12.49 3.028 0.4303
1948-09-10 4.89 3 0.3872
1948-09-11 0 2.971 0.4432
1948-09-12 0 2.943 0.3915
1948-09-13 0 2.914 0.3356
1948-09-14 0.01 2.886 0.3141
1948-09-15 0 2.857 0.3055
1948-09-16 0 2.828 0.2883
1948-09-17 0 2.799 0.2797
1948-09-18 0 2.77 0.2754
1948-09-19 0.04 2.74 0.2711
1948-09-20 0.6 2.711 0.2754
1948-09-21 3.54 2.682 0.2797
1948-09-22 0.02 2.652 0.2969
1948-09-23 0 2.623 0.2883
1948-09-24 0 2.593 0.2754
1948-09-25 0 2.564 0.2754
1948-09-26 0 2.534 0.2711
1948-09-27 0.02 2.505 0.2582
1948-09-28 11.9 2.475 0.2538
1948-09-29 25.26 2.446 0.3528
1948-09-30 17.47 2.416 1.2004
1948-10-01 0 2.387 0.6196
1948-10-02 0 2.357 0.4087
1948-10-03 0.24 2.328 0.3571
1948-10-04 7.79 2.299 0.3399
1948-10-05 56.46 2.27 4.6467
1948-10-06 1.31 2.24 5.077
1948-10-07 5 2.211 1.0928
1948-10-08 10.14 2.182 1.2735
1948-10-09 0 2.153 1.5274
1948-10-10 0.02 2.124 0.796
1948-10-11 0.57 2.096 0.611
1948-10-12 0 2.067 0.5636
1948-10-13 0 2.039 0.5077
1948-10-14 0.03 2.01 0.4862
1948-10-15 0.01 1.982 0.4604
1948-10-16 0 1.954 0.4432
1948-10-17 2.76 1.926 0.4346
1948-10-18 14.04 1.899 0.6884
1948-10-19 0.08 1.871 0.7486
1948-10-20 0 1.844 0.5507
1948-10-21 0 1.817 0.4991
1948-10-22 0.03 1.79 0.4733
1948-10-23 0.04 1.763 0.469
1948-10-24 0.05 1.737 0.469
1948-10-25 0 1.71 0.4604
1948-10-26 0 1.684 0.4432
1948-10-27 0 1.659 0.4346
1948-10-28 0 1.633 0.4346
1948-10-29 0 1.608 0.4346
1948-10-30 0 1.583 0.4303
1948-10-31 0.39 1.558 0.4303
1948-11-01 0.53 1.534 0.4346
1948-11-02 2.34 1.51 0.4346
1948-11-03 8.93 1.486 0.4432
1948-11-04 0.22 1.462 0.6669
1948-11-05 0.69 1.439 0.6196
1948-11-06 9.79 1.416 0.8046
1948-11-07 0.1 1.393 2.9386
1948-11-08 1.01 1.371 1.067
1948-11-09 3.37 1.349 0.7486
1948-11-10 1.34 1.328 0.7874
1948-11-11 0.12 1.306 0.7486
1948-11-12 0.12 1.285 0.6583
1948-11-13 1.79 1.265 0.611
1948-11-14 0 1.245 0.598
1948-11-15 0.01 1.225 0.555
1948-11-16 0 1.206 0.5335
1948-11-17 1.77 1.187 0.5292
1948-11-18 0.12 1.168 0.5292
1948-11-19 20.09 1.15 0.5464
1948-11-20 1.98 1.132 2.2029
1948-11-21 0.01 1.114 1.3983
1948-11-22 4.98 1.097 0.8734
1948-11-23 8.81 1.081 1.1057
1948-11-24 17.72 1.065 1.7468
1948-11-25 5.45 1.049 6.4538
1948-11-26 5.43 1.033 2.9343
1948-11-27 11.46 1.019 2.8569
1948-11-28 35.47 1.004 4.9479
1948-11-29 7.13 0.99 13.8541
1948-11-30 0 0.977 6.884
1948-12-01 0 0.963 1.9921
1948-12-02 0.01 0.951 1.351
1948-12-03 59.29 0.939 7.0561
1948-12-04 16.68 0.927 38.2063
1948-12-05 0.22 0.916 29.3001
1948-12-06 0.36 0.905 2.9687
1948-12-07 0.01 0.894 1.9878
1948-12-08 0 0.885 1.5575
1948-12-09 0.03 0.875 1.351
1948-12-10 0 0.866 1.2219
1948-12-11 0.61 0.858 1.1187
1948-12-12 0.49 0.85 1.1014
1948-12-13 0.01 0.843 1.1273
1948-12-14 8.12 0.836 1.0584
1948-12-15 11.34 0.829 1.351
1948-12-16 1.27 0.823 2.4395
1948-12-17 2.03 0.818 1.8243
1948-12-18 2.31 0.813 1.4327
1948-12-19 8.42 0.808 1.9878
1948-12-20 0 0.804 2.5901
1948-12-21 0 0.801 1.5575
1948-12-22 0 0.798 1.3338
1948-12-23 0 0.796 1.2047
1948-12-24 0.17 0.794 1.1187
1948-12-25 2.31 0.792 1.0928
1948-12-26 0.3 0.791 1.0326
1948-12-27 0.06 0.791 0.8777
1948-12-28 0.02 0.791 1.0154
1948-12-29 18.27 0.792 1.1187
1948-12-30 25.58 0.793 9.2934
1948-12-31 0.01 0.794 10.4981
1949-01-01 0.02 0.79 2.7407
1949-01-02 1.64 0.799 1.764
1949-01-03 6.18 0.802 1.4241
1949-01-04 2.53 0.806 1.3424
1949-01-05 26.94 0.81 2.9687
1949-01-06 1.75 0.815 10.7563
1949-01-07 0 0.82 3.2957
1949-01-08 0 0.825 1.9878
1949-01-09 0 0.832 1.5962
1949-01-10 0 0.838 1.4241
1949-01-11 0.84 0.845 1.3252
1949-01-12 3.95 0.853 1.3854
1949-01-13 0 0.861 1.3252
1949-01-14 0 0.87 1.2305
1949-01-15 0 0.879 1.1703
1949-01-16 0.53 0.888 1.1187
1949-01-17 0.26 0.898 1.11
1949-01-18 0.67 0.909 1.11
1949-01-19 0.68 0.92 1.1187
1949-01-20 4.51 0.931 1.067
1949-01-21 26.77 0.943 1.024
1949-01-22 4.3 0.955 9.8097
1949-01-23 0.61 0.968 7.4003
1949-01-24 2.18 0.982 2.5127
1949-01-25 0.3 0.995 1.9878
1949-01-26 4.17 1.009 1.8372
1949-01-27 1.75 1.024 2.1383
1949-01-28 0.45 1.039 1.8501
1949-01-29 0.08 1.055 1.5059
1949-01-30 2.12 1.071 1.3338
1949-01-31 18.94 1.087 1.5059
1949-02-01 0.13 1.104 2.3664
1949-02-02 0.17 1.121 2.0652
1949-02-03 0.49 1.138 1.9878
1949-02-04 0.83 1.156 2.8913
1949-02-05 0 1.175 3.7088
1949-02-06 0 1.194 2.4395
1949-02-07 4.89 1.213 2.2889
1949-02-08 0.01 1.232 2.1383
1949-02-09 0.63 1.252 1.6694
1949-02-10 9.9 1.273 1.9878
1949-02-11 0 1.293 2.5901
1949-02-12 0.05 1.314 1.764
1949-02-13 0.01 1.336 1.5489
1949-02-14 0.08 1.357 1.4456
1949-02-15 4.39 1.38 1.3854
1949-02-16 15.92 1.402 1.8329
1949-02-17 0 1.425 5.077
1949-02-18 2.67 1.448 2.4395
1949-02-19 6.87 1.471 1.8372
1949-02-20 0.91 1.495 2.7407
1949-02-21 0.09 1.519 2.1383
1949-02-22 1.34 1.543 1.6694
1949-02-23 0.09 1.567 1.6436
1949-02-24 0.01 1.592 1.4844
1949-02-25 0.07 1.617 1.4069
1949-02-26 0 1.643 1.3252
1949-02-27 10.34 1.668 1.2649
1949-02-28 6.4 1.694 2.1297
1949-03-01 0 1.72 2.7407
1949-03-02 0 1.747 1.6823
1949-03-03 0 1.773 1.4629
1949-03-04 0.01 1.8 1.351
1949-03-05 0 1.827 1.3166
1949-03-06 0.01 1.854 1.2908
1949-03-07 0.01 1.882 1.2219
1949-03-08 0.29 1.909 1.1445
1949-03-09 0.16 1.937 1.1445
1949-03-10 6.66 1.965 1.1875
1949-03-11 0.04 1.993 1.2994
1949-03-12 0 2.021 1.1531
1949-03-13 0 2.049 1.0928
1949-03-14 0.13 2.078 1.0584
1949-03-15 0.29 2.107 1.067
1949-03-16 0.02 2.135 1.0326
1949-03-17 1.09 2.164 1.0326
1949-03-18 18.16 2.193 1.7769
1949-03-19 0 2.222 1.8372
1949-03-20 0 2.251 1.2994
1949-03-21 3.42 2.281 1.1961
1949-03-22 40.61 2.31 1.2133
1949-03-23 12.41 2.339 15.9623
1949-03-24 0.37 2.369 6.3677
1949-03-25 4.82 2.398 2.3664
1949-03-26 0.26 2.427 2.4395
1949-03-27 1.04 2.457 1.9103
1949-03-28 0.28 2.487 1.6565
1949-03-29 0.11 2.516 1.4973
1949-03-30 0 2.546 1.3768
1949-03-31 1.11 2.575 1.3338
1949-04-01 0.18 2.605 1.351
1949-04-02 0 2.634 1.2908
1949-04-03 0.59 2.663 1.2133
1949-04-04 6.56 2.693 1.1961
1949-04-05 18.38 2.722 1.3252
1949-04-06 0.74 2.751 5.12
1949-04-07 3.17 2.781 2.1383
1949-04-08 0.7 2.81 1.764
1949-04-09 0.09 2.839 1.4629
1949-04-10 0 2.868 1.3166
1949-04-11 0.1 2.896 1.2563
1949-04-12 4.49 2.925 1.2477
1949-04-13 16.03 2.954 3.1925
1949-04-14 0.1 2.982 4.0616
1949-04-15 0 3.011 2.0652
1949-04-16 0.01 3.039 1.5274
1949-04-17 0 3.067 1.351
1949-04-18 1.97 3.095 1.2908
1949-04-19 0 3.122 1.2908
1949-04-20 0 3.15 1.1875
1949-04-21 0.22 3.177 1.1445
1949-04-22 14.22 3.204 1.3682
1949-04-23 0.1 3.231 1.7382
1949-04-24 0 3.258 1.308
1949-04-25 0 3.284 1.1617
1949-04-26 1.9 3.31 1.11
1949-04-27 4.82 3.336 1.0928
1949-04-28 0.07 3.362 1.2563
1949-04-29 0 3.388 1.11
1949-04-30 12.93 3.413 1.0756
1949-05-01 7.93 3.438 2.5858
1949-05-02 10.06 3.463 3.029
1949-05-03 0.18 3.487 2.2115
1949-05-04 0 3.511 1.5274
1949-05-05 0.11 3.535 1.2821
1949-05-06 0.4 3.559 1.1875
1949-05-07 1.87 3.582 1.1273
1949-05-08 1.37 3.605 1.11
1949-05-09 13.39 3.627 1.0842
1949-05-10 9.81 3.65 1.3768
1949-05-11 12.19 3.672 3.3172
1949-05-12 0.09 3.693 2.8913
1949-05-13 0.66 3.715 1.5704
1949-05-14 1.36 3.735 1.2649
1949-05-15 6.79 3.756 1.1359
1949-05-16 0.42 3.776 1.0928
1949-05-17 0 3.796 1.0928
1949-05-18 0 3.815 0.9896
1949-05-19 0.03 3.834 0.9035
1949-05-20 0.03 3.853 0.8433
1949-05-21 2.43 3.871 0.7917
1949-05-22 10.92 3.889 0.9035
1949-05-23 0.43 3.907 1.1961
1949-05-24 2.86 3.924 0.9293
1949-05-25 0.07 3.94 0.8433
1949-05-26 0.1 3.956 0.7917
1949-05-27 0.03 3.972 0.7572
1949-05-28 0.71 3.987 0.7443
1949-05-29 0 4.002 0.7271
1949-05-30 0 4.017 0.7056
1949-05-31 0 4.031 0.6755
1949-06-01 0 4.044 0.654
1949-06-02 0 4.058 0.6239
1949-06-03 0 4.07 0.6024
1949-06-04 0.09 4.082 0.5894
1949-06-05 0.07 4.094 0.5894
1949-06-06 0 4.105 0.5808
1949-06-07 0 4.116 0.5464
1949-06-08 0 4.126 0.5163
1949-06-09 0 4.136 0.4905
1949-06-10 0 4.146 0.4819
1949-06-11 0.28 4.155 0.4819
1949-06-12 8.76 4.163 0.4819
1949-06-13 7.18 4.171 0.8046
1949-06-14 1.23 4.178 0.7658
1949-06-15 6.82 4.185 0.6024
1949-06-16 13.96 4.192 0.6024
1949-06-17 22.29 4.198 0.8691
1949-06-18 2.42 4.203 1.2047
1949-06-19 1.85 4.208 1.4327
1949-06-20 0.19 4.212 0.8519
1949-06-21 0.97 4.216 0.654
1949-06-22 0 4.22 0.6153
1949-06-23 0.11 4.223 0.5593
1949-06-24 7.32 4.225 0.4948
1949-06-25 1.49 4.227 0.5249
1949-06-26 3.76 4.229 0.6239
1949-06-27 8.9 4.23 0.5464
1949-06-28 26.29 4.23 0.5077
1949-06-29 13.9 4.23 1.3338
1949-06-30 2.28 4.229 1.4629
1949-07-01 0.07 4.228 0.8261
1949-07-02 0.21 4.227 0.6368
1949-07-03 0.15 4.224 0.5808
1949-07-04 0 4.222 0.5464
1949-07-05 0.01 4.219 0.4991
1949-07-06 1.24 4.215 0.4561
1949-07-07 4.99 4.211 0.4259
1949-07-08 6.32 4.206 0.4991
1949-07-09 0.1 4.201 0.5894
1949-07-10 25.24 4.195 0.5249
1949-07-11 33.77 4.189 0.7099
1949-07-12 8.08 4.183 4.1691
1949-07-13 19.36 4.176 1.2391
1949-07-14 0.92 4.168 3.442
1949-07-15 13.33 4.16 3.3129
1949-07-16 16.18 4.151 3.6916
1949-07-17 5.91 4.142 3.6227
1949-07-18 0.31 4.133 1.4844
1949-07-19 0.02 4.123 0.9638
1949-07-20 2.05 4.112 0.7658
1949-07-21 1.22 4.101 0.654
1949-07-22 0.29 4.09 0.654
1949-07-23 1.07 4.078 0.5679
1949-07-24 0 4.065 0.4991
1949-07-25 0.07 4.053 0.4776
1949-07-26 0.2 4.039 0.4475
1949-07-27 0.04 4.026 0.4173
1949-07-28 0.03 4.011 0.3958
1949-07-29 0 3.997 0.3872
1949-07-30 0.53 3.982 0.3657
1949-07-31 0.08 3.966 0.3528
1949-08-01 0.03 3.95 0.3614
1949-08-02 1.65 3.934 0.3528
1949-08-03 3.08 3.917 0.3614
1949-08-04 5.99 3.9 0.3657
1949-08-05 7.6 3.882 0.4991
1949-08-06 0 3.864 0.4389
1949-08-07 0 3.846 0.3614
1949-08-08 0.02 3.827 0.3356
1949-08-09 0.08 3.808 0.3141
1949-08-10 1.59 3.789 0.3012
1949-08-11 1.03 3.769 0.3012
1949-08-12 1.44 3.748 0.3055
1949-08-13 9.51 3.728 0.3012
1949-08-14 22.21 3.707 0.3098
1949-08-15 47.02 3.685 12.9075
1949-08-16 10.11 3.663 3.399
1949-08-17 2.96 3.641 1.2821
1949-08-18 0.63 3.619 0.9035
1949-08-19 0 3.596 0.7056
1949-08-20 0.17 3.573 0.5894
1949-08-21 1.04 3.55 0.5421
1949-08-22 9.82 3.526 0.5249
1949-08-23 5.21 3.502 0.7056
1949-08-24 0.14 3.478 0.7056
1949-08-25 0.02 3.453 0.5593
1949-08-26 0.86 3.429 0.4991
1949-08-27 5.78 3.404 0.4776
1949-08-28 32.97 3.378 0.4948
1949-08-29 2.07 3.353 1.9103
1949-08-30 1.89 3.327 0.9293
1949-08-31 5.1 3.301 0.6239
1949-09-01 0.18 3.274 0.8003
1949-09-02 0.2 3.248 0.6024
1949-09-03 1.47 3.221 0.4948
1949-09-04 0.76 3.194 0.4948
1949-09-05 1.1 3.167 0.469
1949-09-06 4.97 3.139 0.4561
1949-09-07 4.04 3.112 0.9035
1949-09-08 0.45 3.084 0.9207
1949-09-09 0 3.056 0.5937
1949-09-10 0 3.028 0.4819
1949-09-11 0 3 0.4389
1949-09-12 0.81 2.971 0.4259
1949-09-13 6.71 2.943 0.4561
1949-09-14 0.13 2.914 0.5163
1949-09-15 1.47 2.886 0.469
1949-09-16 3.24 2.857 0.4518
1949-09-17 0.85 2.828 0.5335
1949-09-18 13.25 2.799 0.4948
1949-09-19 0 2.77 0.5464
1949-09-20 0 2.74 0.4819
1949-09-21 1.03 2.711 0.413
1949-09-22 6.42 2.682 0.4001
1949-09-23 9.62 2.652 0.5077
1949-09-24 0 2.623 0.5593
1949-09-25 0 2.593 0.4216
1949-09-26 0 2.564 0.3958
1949-09-27 0.68 2.534 0.3958
1949-09-28 13.22 2.505 0.413
1949-09-29 7.54 2.475 0.8691
1949-09-30 0.1 2.446 0.7831
1949-10-01 0.01 2.416 0.5249
1949-10-02 0 2.387 0.4518
1949-10-03 0 2.357 0.4346
1949-10-04 0.13 2.328 0.4259
1949-10-05 0.08 2.299 0.4216
1949-10-06 9.19 2.27 0.4173
1949-10-07 9.92 2.24 1.8931
1949-10-08 0.1 2.211 6.5398
1949-10-09 0 2.182 1.2133
1949-10-10 0 2.153 0.8175
1949-10-11 0 2.124 0.6798
1949-10-12 0.02 2.096 0.6024
1949-10-13 0.72 2.067 0.5722
1949-10-14 0.01 2.039 0.6153
1949-10-15 0 2.01 0.6024
1949-10-16 0.08 1.982 0.5679
1949-10-17 0.03 1.954 0.5335
1949-10-18 0.01 1.926 0.5163
1949-10-19 0 1.899 0.4991
1949-10-20 0 1.871 0.4776
1949-10-21 0.02 1.844 0.469
1949-10-22 0.84 1.817 0.4647
1949-10-23 0 1.79 0.4518
1949-10-24 0.03 1.763 0.4475
1949-10-25 2.11 1.737 0.4389
1949-10-26 5.59 1.71 0.5077
1949-10-27 0 1.684 0.6239
1949-10-28 25.46 1.659 0.4948
1949-10-29 1.43 1.633 2.5084
1949-10-30 28.78 1.608 1.7382
1949-10-31 11.54 1.583 6.4107
1949-11-01 17.54 1.558 4.2681
1949-11-02 0.56 1.534 4.4316
1949-11-03 2.97 1.51 1.9878
1949-11-04 0 1.486 1.3682
1949-11-05 0 1.462 1.1187
1949-11-06 0 1.439 0.9552
1949-11-07 0 1.416 0.8949
1949-11-08 0 1.393 0.8433
1949-11-09 0 1.371 0.8003
1949-11-10 0 1.349 0.7658
1949-11-11 0 1.328 0.7443
1949-11-12 0.04 1.306 0.7271
1949-11-13 8.63 1.285 0.7357
1949-11-14 0.29 1.265 1.0154
1949-11-15 0 1.245 0.8777
1949-11-16 0.19 1.225 0.7572
1949-11-17 1.17 1.206 0.7271
1949-11-18 0 1.187 0.7185
1949-11-19 0 1.168 0.6884
1949-11-20 0 1.15 0.6798
1949-11-21 0 1.132 0.6755
1949-11-22 0 1.114 0.654
1949-11-23 0 1.097 0.6282
1949-11-24 0.67 1.081 0.6368
1949-11-25 0.59 1.065 0.6669
1949-11-26 0 1.049 0.6884
1949-11-27 0 1.033 0.6454
1949-11-28 1.5 1.019 0.6368
1949-11-29 3.65 1.004 0.6583
1949-11-30 0 0.99 0.7572
1949-12-01 0 0.977 0.6583
1949-12-02 0.16 0.963 0.6239
1949-12-03 0 0.951 0.6024
1949-12-04 0.11 0.939 0.5894
1949-12-05 0 0.927 0.6024
1949-12-06 0 0.916 0.5937
1949-12-07 0 0.905 0.5937
1949-12-08 0 0.894 0.5937
1949-12-09 1.78 0.885 0.5722
1949-12-10 10.81 0.875 0.5894
1949-12-11 9.52 0.866 0.8433
1949-12-12 2.32 0.858 0.981
1949-12-13 7.02 0.85 0.9638
1949-12-14 2.04 0.843 1.4715
1949-12-15 0 0.836 1.2735
1949-12-16 0 0.829 1.0756
1949-12-17 0.19 0.823 0.7745
1949-12-18 9.13 0.818 0.7314
1949-12-19 1.29 0.813 0.8605
1949-12-20 0 0.808 0.9896
1949-12-21 0.05 0.804 0.8605
1949-12-22 0.67 0.801 0.7745
1949-12-23 3.25 0.798 0.7745
1949-12-24 0 0.796 0.7745
1949-12-25 2.1 0.794 0.6884
1949-12-26 10.35 0.792 0.6884
1949-12-27 0.31 0.791 0.9035
