Date P PET Q
1948-01-01 0 0.97 2e-04
1948-01-02 0 0.983 4e-04
1948-01-03 0 0.993 6e-04
1948-01-04 0 1.003 2e-04
1948-01-05 0 1.014 2e-04
1948-01-06 0 1.026 2e-04
1948-01-07 0 1.039 2e-04
1948-01-08 0 1.053 2e-04
1948-01-09 0 1.068 2e-04
1948-01-10 0 1.083 2e-04
1948-01-11 0 1.1 2e-04
1948-01-12 0 1.117 2e-04
1948-01-13 0.03 1.136 2e-04
1948-01-14 0.08 1.155 2e-04
1948-01-15 0.45 1.175 2e-04
1948-01-16 0.46 1.196 2e-04
1948-01-17 0.11 1.218 2e-04
1948-01-18 0.03 1.241 4e-04
1948-01-19 1.15 1.265 4e-04
1948-01-20 0 1.289 4e-04
1948-01-21 0.03 1.314 4e-04
1948-01-22 3.46 1.34 4e-04
1948-01-23 0.95 1.367 4e-04
1948-01-24 2.01 1.395 9e-04
1948-01-25 1.67 1.424 9e-04
1948-01-26 0.94 1.453 6e-04
1948-01-27 1.74 1.483 7e-04
1948-01-28 3.38 1.514 0
1948-01-29 0.76 1.546 0
1948-01-30 0.18 1.579 9e-04
1948-01-31 0 1.612 9e-04
1948-02-01 0 1.646 9e-04
1948-02-02 0.02 1.681 9e-04
1948-02-03 0.3 1.716 0.0018
1948-02-04 5.73 1.753 9e-04
1948-02-05 12.99 1.79 9e-04
1948-02-06 0.1 1.827 9e-04
1948-02-07 0.74 1.866 9e-04
1948-02-08 1.2 1.905 9e-04
1948-02-09 0.15 1.944 9e-04
1948-02-10 0.02 1.985 9e-04
1948-02-11 3.43 2.025 9e-04
1948-02-12 0 2.067 9e-04
1948-02-13 0 2.109 9e-04
1948-02-14 0 2.152 9e-04
1948-02-15 0 2.195 9e-04
1948-02-16 0 2.239 9e-04
1948-02-17 0 2.284 9e-04
1948-02-18 0 2.329 9e-04
1948-02-19 0 2.375 9e-04
1948-02-20 0.06 2.421 7e-04
1948-02-21 0.02 2.467 6e-04
1948-02-22 0 2.514 4e-04
1948-02-23 0.19 2.562 4e-04
1948-02-24 1.56 2.61 2e-04
1948-02-25 6.25 2.659 0.0015
1948-02-26 5.41 2.708 0.0028
1948-02-27 0 2.757 0.0015
1948-02-28 0 2.807 4e-04
1948-02-29 0.8 2.857 4e-04
1948-03-01 9.6 2.908 4e-04
1948-03-02 0.89 2.959 4e-04
1948-03-03 10.58 3.01 4e-04
1948-03-04 2.61 3.062 4e-04
1948-03-05 0.02 3.114 4e-04
1948-03-06 0.05 3.166 4e-04
1948-03-07 0.61 3.218 4e-04
1948-03-08 0.62 3.271 4e-04
1948-03-09 1.75 3.324 4e-04
1948-03-10 0.5 3.378 4e-04
1948-03-11 0.06 3.431 4e-04
1948-03-12 0 3.485 4e-04
1948-03-13 0 3.539 4e-04
1948-03-14 0.1 3.593 4e-04
1948-03-15 0.11 3.647 4e-04
1948-03-16 0 3.702 9e-04
1948-03-17 0.23 3.756 7e-04
1948-03-18 0.26 3.811 7e-04
1948-03-19 0.04 3.866 6e-04
1948-03-20 0.22 3.921 0
1948-03-21 0.28 3.976 2e-04
1948-03-22 0.03 4.031 0
1948-03-23 0 4.086 0
1948-03-24 0 4.141 0
1948-03-25 0 4.196 0
1948-03-26 0 4.251 0
1948-03-27 0 4.306 0
1948-03-28 0.04 4.361 0
1948-03-29 0.05 4.416 0
1948-03-30 0.12 4.471 0
1948-03-31 0.51 4.526 0
1948-04-01 0 4.58 0
1948-04-02 0 4.635 0
1948-04-03 0 4.689 0
1948-04-04 0 4.743 0
1948-04-05 0 4.797 0
1948-04-06 0 4.851 0
1948-04-07 0 4.905 0
1948-04-08 0 4.958 0
1948-04-09 0 5.011 0
1948-04-10 0 5.064 0
1948-04-11 0.02 5.117 0
1948-04-12 0 5.169 0
1948-04-13 0 5.222 0
1948-04-14 0.04 5.273 0
1948-04-15 0.01 5.325 0
1948-04-16 0 5.376 0
1948-04-17 0 5.426 0
1948-04-18 0 5.477 0
1948-04-19 0.29 5.527 0
1948-04-20 0.35 5.576 0
1948-04-21 6.42 5.625 0
1948-04-22 4.7 5.674 0
1948-04-23 0.19 5.722 0
1948-04-24 0.08 5.77 0
1948-04-25 0 5.817 0
1948-04-26 0 5.864 0
1948-04-27 0 5.911 0
1948-04-28 0 5.956 0
1948-04-29 0 6.002 0
1948-04-30 0 6.046 0
1948-05-01 0 6.09 0
1948-05-02 0.04 6.134 0
1948-05-03 0.13 6.177 0
1948-05-04 0.1 6.219 0
1948-05-05 0 6.261 0
1948-05-06 0 6.302 0
1948-05-07 0 6.343 0
1948-05-08 0 6.383 0
1948-05-09 0.7 6.422 0
1948-05-10 10.84 6.461 0
1948-05-11 5.88 6.498 0
1948-05-12 3.48 6.536 0.0022
1948-05-13 0.02 6.572 0
1948-05-14 0.06 6.608 0
1948-05-15 0.01 6.643 0
1948-05-16 0.08 6.677 0
1948-05-17 0.57 6.711 0
1948-05-18 0.93 6.744 0
1948-05-19 0.71 6.776 0
1948-05-20 0.91 6.807 0
1948-05-21 0.05 6.837 0
1948-05-22 1.73 6.867 0
1948-05-23 3.04 6.896 0
1948-05-24 14.96 6.924 0
1948-05-25 18.04 6.951 0.0143
1948-05-26 1.31 6.978 6e-04
1948-05-27 0.68 7.003 6e-04
1948-05-28 1.01 7.028 6e-04
1948-05-29 0.04 7.052 0.0276
1948-05-30 0.46 7.075 0.0086
1948-05-31 5.23 7.097 0.0018
1948-06-01 7.99 7.119 0.0077
1948-06-02 7.52 7.139 0.0018
1948-06-03 0.18 7.159 0.0015
1948-06-04 0.02 7.177 0.0031
1948-06-05 0.21 7.195 0.0042
1948-06-06 0.16 7.212 9e-04
1948-06-07 1.08 7.228 9e-04
1948-06-08 1.01 7.243 9e-04
1948-06-09 2.75 7.257 9e-04
1948-06-10 2.83 7.271 9e-04
1948-06-11 5.99 7.283 9e-04
1948-06-12 0.7 7.295 9e-04
1948-06-13 0.2 7.305 0.0037
1948-06-14 0.17 7.315 9e-04
1948-06-15 0.02 7.323 9e-04
1948-06-16 0.65 7.331 9e-04
1948-06-17 0.06 7.338 9e-04
1948-06-18 10.04 7.344 9e-04
1948-06-19 6.66 7.348 0.0202
1948-06-20 0 7.352 0.0018
1948-06-21 0.05 7.355 0
1948-06-22 0.13 7.357 0
1948-06-23 0.07 7.359 0
1948-06-24 0.04 7.359 0
1948-06-25 10.34 7.358 0.6747
1948-06-26 0.84 7.356 0.4541
1948-06-27 0.99 7.354 0.1838
1948-06-28 0.02 7.35 0.0368
1948-06-29 0.05 7.345 0.0184
1948-06-30 0.02 7.34 0.0092
1948-07-01 0 7.333 0.0018
1948-07-02 0.48 7.326 9e-04
1948-07-03 0.37 7.318 2e-04
1948-07-04 0.03 7.308 2e-04
1948-07-05 3.78 7.298 2e-04
1948-07-06 1.35 7.287 2e-04
1948-07-07 0.88 7.275 4e-04
1948-07-08 0.19 7.262 2e-04
1948-07-09 1.4 7.248 0
1948-07-10 0.22 7.234 0
1948-07-11 0 7.218 0
1948-07-12 0 7.201 0
1948-07-13 0 7.184 0
1948-07-14 0.03 7.165 0
1948-07-15 4.35 7.146 7e-04
1948-07-16 0.07 7.126 0.0018
1948-07-17 0.13 7.105 4e-04
1948-07-18 0.7 7.083 4e-04
1948-07-19 0.08 7.06 4e-04
1948-07-20 0.6 7.037 4e-04
1948-07-21 0.69 7.012 4e-04
1948-07-22 1.56 6.987 4e-04
1948-07-23 0 6.961 0.0131
1948-07-24 0.91 6.934 0.1618
1948-07-25 3.53 6.906 0.0046
1948-07-26 0.54 6.877 0.0026
1948-07-27 2.28 6.848 7e-04
1948-07-28 1.25 6.818 0.0013
1948-07-29 0.29 6.787 4e-04
1948-07-30 0 6.755 0
1948-07-31 0.25 6.722 0
1948-08-01 2.27 6.689 0
1948-08-02 4.05 6.655 0.0015
1948-08-03 5.32 6.62 0.114
1948-08-04 9.72 6.585 0.1103
1948-08-05 2.31 6.548 0.0221
1948-08-06 0.08 6.512 0.0919
1948-08-07 2.25 6.474 0.0239
1948-08-08 0 6.436 0.0136
1948-08-09 0 6.397 0.0037
1948-08-10 0.26 6.357 0.0018
1948-08-11 2.43 6.317 9e-04
1948-08-12 1.62 6.276 9e-04
1948-08-13 0.56 6.234 9e-04
1948-08-14 6.69 6.192 9e-04
1948-08-15 0.13 6.149 0.0239
1948-08-16 0.03 6.106 0.0018
1948-08-17 0.07 6.062 9e-04
1948-08-18 0.15 6.017 9e-04
1948-08-19 0.37 5.972 9e-04
1948-08-20 0.99 5.927 2e-04
1948-08-21 0.32 5.88 2e-04
1948-08-22 0 5.834 2e-04
1948-08-23 1.88 5.787 0
1948-08-24 0.18 5.739 0
1948-08-25 0 5.691 0
1948-08-26 0 5.643 0
1948-08-27 0 5.594 0
1948-08-28 0 5.544 0
1948-08-29 0 5.494 0
1948-08-30 0 5.444 0
1948-08-31 0 5.394 0
1948-09-01 0 5.343 0
1948-09-02 0.03 5.291 0
1948-09-03 0 5.24 0
1948-09-04 0 5.188 0
1948-09-05 0 5.135 0
1948-09-06 0 5.083 0
1948-09-07 0.6 5.03 0
1948-09-08 0.33 4.977 0
1948-09-09 0.12 4.924 0
1948-09-10 0 4.87 0
1948-09-11 0.03 4.816 0
1948-09-12 0 4.762 0
1948-09-13 0 4.708 0
1948-09-14 0 4.654 0
1948-09-15 0 4.599 0
1948-09-16 0 4.545 0
1948-09-17 0 4.49 0
1948-09-18 0 4.435 0
1948-09-19 0 4.38 0
1948-09-20 0 4.325 0
1948-09-21 0 4.27 0
1948-09-22 0 4.215 0
1948-09-23 0 4.16 0
1948-09-24 0.62 4.105 0
1948-09-25 0.54 4.05 0
1948-09-26 0.01 3.995 0
1948-09-27 0.04 3.94 0
1948-09-28 0.03 3.885 0
1948-09-29 0 3.83 0
1948-09-30 0.1 3.776 0
1948-10-01 0 3.721 0
1948-10-02 0 3.666 0
1948-10-03 0 3.612 0
1948-10-04 0 3.558 0
1948-10-05 0 3.504 0
1948-10-06 0 3.45 0
1948-10-07 0 3.396 0
1948-10-08 0 3.343 0
1948-10-09 0 3.29 0
1948-10-10 0 3.237 0
1948-10-11 2.82 3.184 0
1948-10-12 0 3.132 0
1948-10-13 0.02 3.08 0
1948-10-14 1.93 3.028 0
1948-10-15 1.51 2.976 0
1948-10-16 0 2.925 0
1948-10-17 0.07 2.875 0
1948-10-18 0.03 2.824 0
1948-10-19 0.17 2.774 0
1948-10-20 9.48 2.725 0
1948-10-21 0.07 2.676 0
1948-10-22 0 2.627 0
1948-10-23 0 2.579 0
1948-10-24 2.87 2.531 0
1948-10-25 2.82 2.484 0
1948-10-26 0.32 2.437 0
1948-10-27 3.47 2.391 0
1948-10-28 0.64 2.345 0
1948-10-29 0 2.3 0
1948-10-30 0.72 2.255 0
1948-10-31 23.12 2.211 0.0018
1948-11-01 0.9 2.167 0
1948-11-02 0.04 2.124 0
1948-11-03 0 2.082 0
1948-11-04 0.11 2.04 0
1948-11-05 0 1.999 0
1948-11-06 0 1.958 0
1948-11-07 0.69 1.918 0
1948-11-08 0.29 1.879 0
1948-11-09 0.05 1.841 0
1948-11-10 0 1.803 0
1948-11-11 0 1.766 0
1948-11-12 0 1.729 0
1948-11-13 0 1.693 0
1948-11-14 0 1.658 0
1948-11-15 0 1.624 0
1948-11-16 0 1.59 0
1948-11-17 0.01 1.558 0
1948-11-18 0.58 1.525 0
1948-11-19 0.01 1.494 0
1948-11-20 0 1.464 0
1948-11-21 0 1.434 0
1948-11-22 0 1.405 0
1948-11-23 0 1.377 0
1948-11-24 0 1.35 0
1948-11-25 0 1.323 0
1948-11-26 0.01 1.298 0
1948-11-27 0 1.273 0
1948-11-28 0 1.249 0
1948-11-29 0 1.226 0
1948-11-30 0 1.204 0
1948-12-01 0 1.182 0
1948-12-02 0 1.162 0
1948-12-03 0 1.142 0
1948-12-04 0.01 1.124 0
1948-12-05 0 1.106 0
1948-12-06 0 1.089 0
1948-12-07 0 1.073 0
1948-12-08 0 1.058 0
1948-12-09 0 1.044 0
1948-12-10 0 1.03 0
1948-12-11 0 1.018 0
1948-12-12 0 1.007 0
1948-12-13 0.03 0.996 0
1948-12-14 0.01 0.987 0
1948-12-15 0 0.978 0
1948-12-16 0 0.97 0
1948-12-17 0 0.963 0
1948-12-18 0 0.958 0
1948-12-19 0 0.953 0
1948-12-20 0 0.949 0
1948-12-21 0 0.946 0
1948-12-22 0.04 0.944 0
1948-12-23 0.29 0.943 0
1948-12-24 0.03 0.942 0
1948-12-25 0.36 0.943 0
1948-12-26 0.29 0.945 0
1948-12-27 0 0.948 0
1948-12-28 0.02 0.951 0
1948-12-29 0 0.956 0
1948-12-30 0 0.961 0
1948-12-31 0 0.968 0
1949-01-01 0.05 0.97 0
1949-01-02 1.49 0.983 0
1949-01-03 0.03 0.993 0
1949-01-04 0 1.003 0
1949-01-05 0 1.014 0
1949-01-06 0 1.026 0
1949-01-07 0.52 1.039 0
1949-01-08 0.63 1.053 0
1949-01-09 7.87 1.068 0
1949-01-10 0.2 1.083 0
1949-01-11 0.07 1.1 0
1949-01-12 0.39 1.117 0
1949-01-13 0.68 1.136 0
1949-01-14 0.64 1.155 0
1949-01-15 0.01 1.175 0
1949-01-16 0.06 1.196 0
1949-01-17 0.12 1.218 0
1949-01-18 0.3 1.241 0
1949-01-19 0.01 1.265 0
1949-01-20 0.02 1.289 0
1949-01-21 0 1.314 0
1949-01-22 0 1.34 0
1949-01-23 0 1.367 0
1949-01-24 0.21 1.395 0
1949-01-25 2.8 1.424 0
1949-01-26 4.64 1.453 0
1949-01-27 0.8 1.483 0
1949-01-28 3.32 1.514 0
1949-01-29 1 1.546 0
1949-01-30 0 1.579 0
1949-01-31 0 1.612 0
1949-02-01 0 1.646 0
1949-02-02 0 1.681 0
1949-02-03 0 1.716 0
1949-02-04 0 1.753 0
1949-02-05 0 1.79 0
1949-02-06 0 1.827 0
1949-02-07 0 1.866 0
1949-02-08 0 1.905 0
1949-02-09 0 1.944 0
1949-02-10 0 1.985 0
1949-02-11 0.01 2.025 0
1949-02-12 6.85 2.067 0
1949-02-13 4.79 2.109 0
1949-02-14 0.63 2.152 0
1949-02-15 0 2.195 0
1949-02-16 0 2.239 0
1949-02-17 0 2.284 0
1949-02-18 0 2.329 0
1949-02-19 0 2.375 0
1949-02-20 0 2.421 0
1949-02-21 0 2.467 0
1949-02-22 0 2.514 0
1949-02-23 0 2.562 0
1949-02-24 2.33 2.61 0
1949-02-25 11.42 2.659 0.0018
1949-02-26 0.93 2.708 0.0018
1949-02-27 1.17 2.757 0
1949-02-28 2.53 2.807 0
1949-03-01 0.79 2.857 0
1949-03-02 0 2.908 0
1949-03-03 0 2.959 0
1949-03-04 0 3.01 0
1949-03-05 0 3.062 0
1949-03-06 0 3.114 0
1949-03-07 0.27 3.166 0
1949-03-08 0 3.218 0
1949-03-09 0 3.271 0
1949-03-10 0 3.324 0
1949-03-11 0 3.378 0
1949-03-12 0 3.431 0
1949-03-13 0.01 3.485 0
1949-03-14 0.21 3.539 0
1949-03-15 0 3.593 0
1949-03-16 0 3.647 0
1949-03-17 0 3.702 0
1949-03-18 0 3.756 0
1949-03-19 0.09 3.811 0
1949-03-20 2.62 3.866 0
1949-03-21 0.34 3.921 0
1949-03-22 1.3 3.976 0
1949-03-23 0 4.031 0
1949-03-24 0.18 4.086 0
1949-03-25 0.16 4.141 0
1949-03-26 0.59 4.196 0
1949-03-27 0 4.251 0
1949-03-28 0.18 4.306 0
1949-03-29 65.09 4.361 0
1949-03-30 9.21 4.416 0
1949-03-31 0.03 4.471 0
1949-04-01 5.76 4.526 0
1949-04-02 1.82 4.58 0
1949-04-03 3.2 4.635 0
1949-04-04 0.77 4.689 0
1949-04-05 0 4.743 0
1949-04-06 0 4.797 0
1949-04-07 0.02 4.851 0
1949-04-08 0.2 4.905 0
1949-04-09 0.5 4.958 0
1949-04-10 0.82 5.011 0
1949-04-11 0.04 5.064 0
1949-04-12 0.86 5.117 0
1949-04-13 0.29 5.169 0
1949-04-14 0 5.222 0
1949-04-15 0.01 5.273 0
1949-04-16 0.15 5.325 0
1949-04-17 0.44 5.376 0
1949-04-18 6.88 5.426 0
1949-04-19 1.33 5.477 0
1949-04-20 0.89 5.527 0
1949-04-21 0.03 5.576 0
1949-04-22 0 5.625 0
1949-04-23 0.02 5.674 0
1949-04-24 0.04 5.722 0
1949-04-25 0.15 5.77 0
1949-04-26 0.15 5.817 0
1949-04-27 3 5.864 0
1949-04-28 0.62 5.911 0.0368
1949-04-29 13.57 5.956 0.0165
1949-04-30 0 6.002 0.2261
1949-05-01 0 6.046 0.0791
1949-05-02 0 6.09 0.0184
1949-05-03 0.02 6.134 0.0092
1949-05-04 0.11 6.177 0.0018
1949-05-05 0.45 6.219 0
1949-05-06 5.93 6.261 0
1949-05-07 3.35 6.302 0
1949-05-08 1.85 6.343 0
1949-05-09 0.45 6.383 0
1949-05-10 4.93 6.422 0
1949-05-11 2.54 6.461 0
1949-05-12 2.96 6.498 0
1949-05-13 2.29 6.536 0.0037
1949-05-14 0.38 6.572 0.0074
1949-05-15 0.22 6.608 0.0018
1949-05-16 0 6.643 0
1949-05-17 0 6.677 0
1949-05-18 0 6.711 0
1949-05-19 0 6.744 0
1949-05-20 0 6.776 0
1949-05-21 0 6.807 0
1949-05-22 0 6.837 0
1949-05-23 0 6.867 0
1949-05-24 0 6.896 0
1949-05-25 0.39 6.924 0
1949-05-26 0.38 6.951 0
1949-05-27 0.32 6.978 0
1949-05-28 0.48 7.003 0.0074
1949-05-29 0 7.028 0.0055
1949-05-30 0 7.052 0
1949-05-31 0 7.075 0
1949-06-01 0 7.097 0
1949-06-02 0.52 7.119 0
1949-06-03 2.29 7.139 0
1949-06-04 3.73 7.159 0.0018
1949-06-05 4.46 7.177 0
1949-06-06 1.67 7.195 0
1949-06-07 7.84 7.212 0.0735
1949-06-08 3.97 7.228 0.046
1949-06-09 7.9 7.243 0.0221
1949-06-10 0.46 7.257 0.0809
1949-06-11 7.06 7.271 0.0147
1949-06-12 6.94 7.283 0.0037
1949-06-13 5.11 7.295 0.0791
1949-06-14 1.29 7.305 0.0239
1949-06-15 0.02 7.315 0.0092
1949-06-16 0 7.323 0.0037
1949-06-17 0.96 7.331 0.0018
1949-06-18 3.02 7.338 0.0018
1949-06-19 10.04 7.344 0.0368
1949-06-20 0.87 7.348 0.0276
1949-06-21 8.08 7.352 0.0147
1949-06-22 0.48 7.355 0.0074
1949-06-23 0.15 7.357 0.0313
1949-06-24 2.33 7.359 0.0165
1949-06-25 0.03 7.359 0.0074
1949-06-26 0.01 7.358 0.0018
1949-06-27 0.18 7.356 0
1949-06-28 2.66 7.354 0
1949-06-29 1.03 7.35 0.0846
1949-06-30 1.83 7.345 0.5552
1949-07-01 0 7.34 0.0276
1949-07-02 0 7.333 0.0552
1949-07-03 0 7.326 0.0129
1949-07-04 0.07 7.318 0.0074
1949-07-05 0.31 7.308 0.0055
1949-07-06 0.37 7.298 0.0074
1949-07-07 3.36 7.287 0.0037
1949-07-08 9.6 7.275 0.0184
1949-07-09 1.45 7.262 0.0386
1949-07-10 26.26 7.248 0.6398
1949-07-11 6.28 7.234 0.9413
1949-07-12 1.45 7.218 0.3364
1949-07-13 17.81 7.201 3.3461
1949-07-14 1.93 7.184 0.3199
1949-07-15 1.91 7.165 0.0974
1949-07-16 0.88 7.146 0.0974
1949-07-17 0.26 7.126 0.0496
1949-07-18 0.81 7.105 0.1471
1949-07-19 0.07 7.083 0.0827
1949-07-20 0 7.06 0.0221
1949-07-21 12.08 7.037 0.011
1949-07-22 2.05 7.012 0.2482
1949-07-23 2.03 6.987 0.0625
1949-07-24 0.34 6.961 0.0239
1949-07-25 3.15 6.934 0.0129
1949-07-26 0.7 6.906 0.0092
1949-07-27 0.72 6.877 0.0129
1949-07-28 0.02 6.848 0.011
1949-07-29 1.81 6.818 0.0074
1949-07-30 6.2 6.787 0.4523
1949-07-31 1.04 6.755 0.8696
1949-08-01 2.91 6.722 0.1967
1949-08-02 2.21 6.689 0.0827
1949-08-03 3.03 6.655 0.0313
1949-08-04 0.22 6.62 0.0184
1949-08-05 0.09 6.585 0.0147
1949-08-06 0.26 6.548 0.011
1949-08-07 0.62 6.512 0.0092
1949-08-08 0.56 6.474 0.0074
1949-08-09 0.52 6.436 0.0055
1949-08-10 0.02 6.397 0.0037
1949-08-11 0 6.357 0.0018
1949-08-12 0.54 6.317 0
1949-08-13 5.47 6.276 0
1949-08-14 0.49 6.234 0
1949-08-15 0.3 6.192 0.0018
1949-08-16 1.83 6.149 0
1949-08-17 1.8 6.106 0.1287
1949-08-18 0.01 6.062 0.2206
1949-08-19 0.03 6.017 0.0515
1949-08-20 0.08 5.972 0.0202
1949-08-21 0.14 5.927 0.0147
1949-08-22 0 5.88 0.0037
1949-08-23 0 5.834 0.0055
1949-08-24 0.31 5.787 0.0147
1949-08-25 1.58 5.739 0.0037
1949-08-26 0.3 5.691 0
1949-08-27 0.11 5.643 0
1949-08-28 0.06 5.594 0
1949-08-29 0.19 5.544 0
1949-08-30 0.29 5.494 0
1949-08-31 0.19 5.444 0
1949-09-01 4.07 5.394 0
1949-09-02 1.49 5.343 0.0846
1949-09-03 0 5.291 0.0938
1949-09-04 0 5.24 0.0276
1949-09-05 0.61 5.188 0.0147
1949-09-06 3.12 5.135 0.0092
1949-09-07 8.88 5.083 0.0092
1949-09-08 14.58 5.03 0.0368
1949-09-09 20.96 4.977 0.4229
1949-09-10 5.28 4.924 0.4909
1949-09-11 2.27 4.87 0.0993
1949-09-12 0.08 4.816 0.0368
1949-09-13 0.26 4.762 0.0184
1949-09-14 0.77 4.708 0.011
1949-09-15 6.25 4.654 0.0055
1949-09-16 0.31 4.599 0.0037
1949-09-17 0 4.545 0.0037
1949-09-18 0 4.49 0.0037
1949-09-19 0 4.435 0.0037
1949-09-20 0 4.38 0.0037
1949-09-21 0 4.325 0.0037
1949-09-22 0 4.27 0.0018
1949-09-23 0.06 4.215 0.0018
1949-09-24 0.32 4.16 0.0018
1949-09-25 0.1 4.105 0.0018
1949-09-26 0.33 4.05 0.0018
1949-09-27 0.47 3.995 0.0018
1949-09-28 2.49 3.94 0.0018
1949-09-29 2.43 3.885 0.0018
1949-09-30 7.57 3.83 0.0037
1949-10-01 0 3.776 0.0239
1949-10-02 0 3.721 0.0164
1949-10-03 0 3.666 0.0099
1949-10-04 0 3.612 0.0083
1949-10-05 0 3.558 0.0221
1949-10-06 0 3.504 0.0088
1949-10-07 0.01 3.45 0.0042
1949-10-08 0.04 3.396 0.0015
1949-10-09 0.42 3.343 0.0011
1949-10-10 0 3.29 7e-04
1949-10-11 0 3.237 6e-04
1949-10-12 0 3.184 4e-04
1949-10-13 0 3.132 4e-04
1949-10-14 0 3.08 4e-04
1949-10-15 0 3.028 4e-04
1949-10-16 0.11 2.976 4e-04
1949-10-17 0.03 2.925 4e-04
1949-10-18 0.03 2.875 4e-04
1949-10-19 0 2.824 4e-04
1949-10-20 0.04 2.774 4e-04
1949-10-21 0 2.725 4e-04
1949-10-22 0.04 2.676 4e-04
1949-10-23 0.63 2.627 4e-04
1949-10-24 0.22 2.579 6e-04
1949-10-25 0 2.531 6e-04
1949-10-26 0 2.484 6e-04
1949-10-27 0 2.437 6e-04
1949-10-28 0 2.391 4e-04
1949-10-29 0.21 2.345 4e-04
1949-10-30 1.26 2.3 6e-04
1949-10-31 0 2.255 7e-04
1949-11-01 0 2.211 7e-04
1949-11-02 0 2.167 6e-04
1949-11-03 0 2.124 6e-04
1949-11-04 0 2.082 6e-04
1949-11-05 0 2.04 6e-04
1949-11-06 0 1.999 6e-04
1949-11-07 0 1.958 6e-04
1949-11-08 0 1.918 6e-04
1949-11-09 0 1.879 6e-04
1949-11-10 0.14 1.841 6e-04
1949-11-11 1.87 1.803 6e-04
1949-11-12 0.34 1.766 6e-04
1949-11-13 0 1.729 6e-04
1949-11-14 0 1.693 6e-04
1949-11-15 0 1.658 6e-04
1949-11-16 0 1.624 6e-04
1949-11-17 0 1.59 6e-04
1949-11-18 0 1.558 6e-04
1949-11-19 0 1.525 6e-04
1949-11-20 0 1.494 6e-04
1949-11-21 0 1.464 6e-04
1949-11-22 0 1.434 6e-04
1949-11-23 0 1.405 6e-04
1949-11-24 0 1.377 6e-04
1949-11-25 0 1.35 6e-04
1949-11-26 0 1.323 6e-04
1949-11-27 0 1.298 6e-04
1949-11-28 0 1.273 6e-04
1949-11-29 0 1.249 6e-04
1949-11-30 0 1.226 6e-04
1949-12-01 0 1.204 6e-04
1949-12-02 0 1.182 6e-04
1949-12-03 0 1.162 6e-04
1949-12-04 0 1.142 6e-04
1949-12-05 0 1.124 6e-04
1949-12-06 0 1.106 6e-04
1949-12-07 0 1.089 6e-04
1949-12-08 0.06 1.073 6e-04
1949-12-09 0.08 1.058 6e-04
1949-12-10 2.66 1.044 6e-04
1949-12-11 0.01 1.03 4e-04
1949-12-12 0 1.018 4e-04
1949-12-13 0 1.007 4e-04
1949-12-14 0 0.996 4e-04
1949-12-15 0 0.987 4e-04
1949-12-16 0.02 0.978 4e-04
1949-12-17 0 0.97 4e-04
1949-12-18 0 0.963 4e-04
1949-12-19 0 0.958 4e-04
1949-12-20 0 0.953 4e-04
1949-12-21 5.61 0.949 2e-04
1949-12-22 0.13 0.946 2e-04
1949-12-23 0.12 0.944 2e-04
1949-12-24 0.01 0.943 2e-04
1949-12-25 0 0.942 2e-04
1949-12-26 0 0.943 2e-04
1949-12-27 0 0.945 2e-04
1949-12-28 0 0.948 2e-04
1949-12-29 0.46 0.951 2e-04
1949-12-30 0 0.956 2e-04
1949-12-31 0 0.961 2e-04
1950-01-01 0 0.97 2e-04
1950-01-02 0.1 0.983 2e-04
1950-01-03 0.07 0.993 2e-04
1950-01-04 0.01 1.003 2e-04
1950-01-05 0 1.014 2e-04
1950-01-06 0 1.026 2e-04
1950-01-07 0 1.039 2e-04
1950-01-08 0 1.053 2e-04
1950-01-09 0 1.068 2e-04
1950-01-10 0 1.083 2e-04
1950-01-11 0 1.1 2e-04
1950-01-12 0 1.117 2e-04
1950-01-13 0.05 1.136 4e-04
1950-01-14 0 1.155 4e-04
1950-01-15 0 1.175 4e-04
1950-01-16 0 1.196 4e-04
1950-01-17 0 1.218 4e-04
1950-01-18 0 1.241 4e-04
1950-01-19 0 1.265 2e-04
1950-01-20 0 1.289 4e-04
1950-01-21 0 1.314 4e-04
1950-01-22 0 1.34 4e-04
1950-01-23 0 1.367 4e-04
1950-01-24 0.02 1.395 2e-04
1950-01-25 0.05 1.424 0
1950-01-26 0 1.453 2e-04
1950-01-27 0 1.483 4e-04
1950-01-28 0 1.514 4e-04
1950-01-29 0.03 1.546 2e-04
1950-01-30 0.05 1.579 4e-04
1950-01-31 0 1.612 4e-04
1950-02-01 0 1.646 4e-04
1950-02-02 0 1.681 4e-04
1950-02-03 0 1.716 4e-04
1950-02-04 0 1.753 4e-04
1950-02-05 0 1.79 2e-04
1950-02-06 0 1.827 2e-04
1950-02-07 0.01 1.866 2e-04
1950-02-08 0 1.905 2e-04
1950-02-09 0 1.944 4e-04
1950-02-10 0 1.985 4e-04
1950-02-11 0.08 2.025 4e-04
1950-02-12 0.17 2.067 4e-04
1950-02-13 0.08 2.109 4e-04
1950-02-14 0 2.152 4e-04
1950-02-15 0 2.195 4e-04
1950-02-16 0 2.239 4e-04
1950-02-17 0 2.284 2e-04
1950-02-18 0 2.329 2e-04
1950-02-19 0 2.375 2e-04
1950-02-20 0 2.421 2e-04
1950-02-21 0 2.467 2e-04
1950-02-22 0 2.514 2e-04
1950-02-23 0 2.562 2e-04
1950-02-24 0 2.61 2e-04
1950-02-25 0 2.659 2e-04
1950-02-26 0 2.708 0
1950-02-27 0.01 2.757 0
